post_id,text,tokens,rationales,label,offensive_words,text_length,off_word_count,stereotype
1285434748211302401,@USER  @USER මම කැමතිම සීරීස් එක කීවොත් හරී  මම මේකෙන් ගොඩාක් දේවල් ඉගන ගත්තා.. බැරි දේවල් නොවේ... ගොඩාක් අමාරු තීරණ කලට වෙලාවට නගිපු විදිය... තමන්ගේ හතුරන් එක්ක පවා එකතු වෙන්න දෙපාරක් හිතුවේ නෑ මෙයාලා... පට්ටයි,"['@USER', '@USER', 'මම', 'කැමතිම', 'සීරීස්', 'එක', 'කීවොත්', 'හරී', 'මම', 'මේකෙන්', 'ගොඩාක්', 'දේවල්', 'ඉගන', 'ගත්තා', '.', '.', 'බැරි', 'දේවල්', 'නොවේ', '.', '.', '.', 'ගොඩාක්', 'අමාරු', 'තීරණ', 'කලට', 'වෙලාවට', 'නගිපු', 'විදිය', '.', '.', '.', 'තමන්ගේ', 'හතුරන්', 'එක්ක', 'පවා', 'එකතු', 'වෙන්න', 'දෙපාරක්', 'හිතුවේ', 'නෑ', 'මෙයාලා', '.', '.', '.', 'පට්ටයි']",[],NOT,[],211,0,
1005739246035001345,බෝඩිමේ ගෙදර පොඩි එකා ගිරිය යටින් කෑ ගැහුව...  මං හිතන්නෙ මහ ගෑණි උගෙ බෙල්ල මිරිකුව,"['බෝඩිමේ', 'ගෙදර', 'පොඩි', 'එකා', 'ගිරිය', 'යටින්', 'කෑ', 'ගැහුව.', '.', '.', 'මං', 'හිතන්නෙ', 'මහ', 'ගෑණි', 'උගෙ', 'බෙල්ල', 'මිරිකුව']",[],NOT,[],82,0,
861077416835338241,මෙහෙවු කැබිනට් එකක මං ඉදලම නෑ.. කැබිනට් ප්‍රකාශක පිස්සු කෙලින්නේ.. ආණ්ඩුව ගිවිසුම සැප්තැම්බරයේ ඉවරයි.. එතකොට… URL,"['මෙහෙවු', 'කැබිනට්', 'එකක', 'මං', 'ඉදලම', 'නෑ', '.', '.', 'කැබිනට්', 'ප්\u200dරකාශක', 'පිස්සු', 'කෙලින්නේ', '.', '.', 'ආණ්ඩුව', 'ගිවිසුම', 'සැප්තැම්බරයේ', 'ඉවරයි', '.', '.', 'එතකොට', 'URL']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['පිස්සු', 'කෙලින්නේ']",113,2,
1038766137415266305,"දේශපාලුවෝ බහුතරය පූජකයන්ට කැමතියි, මොකද ඕන ගොන් වැඩකට සාදු/හලලුයා කියන්න, ගොන් කතාවක් අහගෙන එකට වැදගෙන ඉන්න අමන ජනයට පුරදු පුහුණු කරන්නේ එව්වා සාමාන්‍ය දේවල් කරන්නේ පූජකයෝ නිසා..","['දේශපාලුවෝ', 'බහුතරය', 'පූජකයන්ට', 'කැමතියි', ',', 'මොකද', 'ඕන', 'ගොන්', 'වැඩකට', 'සාදු', '/', 'හලලුයා', 'කියන්න', ',', 'ගොන්', 'කතාවක්', 'අහගෙන', 'එකට', 'වැදගෙන', 'ඉන්න', 'අමන', 'ජනයට', 'පුරදු', 'පුහුණු', 'කරන්නේ', 'එව්වා', 'සාමාන්\u200dය', 'දේවල්', 'කරන්නේ', 'පූජකයෝ', 'නිසා', '.', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['ගොන්', 'ගොන්']",178,2,
1143097359393611777,@USER මේ කාලකන්නි දේශපාලඥයන්ගේ අමන ප්‍රකාශ නිසා තවදුරටත් සිද්ධවෙන්නේ සාමාන්‍ය මුස්ලිම් මිනිස්සුන්ව අනිත් මිනිස්සු විසින් තවදුරටත් පිළිකුල් කිරීම කරුණාකරලා අනවශ්‍ය දේවල් ප්‍රකාශ කරලා ජනතාව කුපිත කරන්නැතුව ඉන්නවා හිටපං පකයෝ පකයො,"['@USER', 'මේ', 'කාලකන්නි', 'දේශපාලඥයන්ගේ', 'අමන', 'ප්\u200dරකාශ', 'නිසා', 'තවදුරටත්', 'සිද්ධවෙන්නේ', 'සාමාන්\u200dය', 'මුස්ලිම්', 'මිනිස්සුන්ව', 'අනිත්', 'මිනිස්සු', 'විසින්', 'තවදුරටත්', 'පිළිකුල්', 'කිරීම', 'කරුණාකරලා', 'අනවශ්\u200dය', 'දේවල්', 'ප්\u200dරකාශ', 'කරලා', 'ජනතාව', 'කුපිත', 'කරන්නැතුව', 'ඉන්නවා', 'හිටපං', 'පකයෝ', 'පකයො']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",OFF,"['පකයෝ', 'පකයො']",226,2,
1391026966023737346,එම්බල පුරෝහිත තොට අමු කැවිලද.?,"['එම්බල', 'පුරෝහිත', 'තොට', 'අමු', 'කැවිලද', '.', '?']",[],NOT,[],30,0,
1385784612673183745,"අපි මානසික රෝග හැදිච්ච මිනිස්සුන්ට සලකන්නේ කිසිම කරුනාවක් නැතුවයී. මිනිස්සුන්ට බනින්නේත් ""පිස්සා"" කියලයී. මනෝ චිකිත්සක රෝහලට කියන්නේ පිස්සන් කොටුව කියලයී. ඒ වුනාට පාර දිගේ බෞද්ධ කොඩි දාලා, අපි හොඳ බෞද්ධ රටක් කියලයී කියන්නේ.","['අපි', 'මානසික', 'රෝග', 'හැදිච්ච', 'මිනිස්සුන්ට', 'සලකන්නේ', 'කිසිම', 'කරුනාවක්', 'නැතුවයී', '.', 'මිනිස්සුන්ට', 'බනින්නේත්', '""', 'පිස්සා', '""', 'කියලයී', '.', 'මනෝ', 'චිකිත්සක', 'රෝහලට', 'කියන්නේ', 'පිස්සන්', 'කොටුව', 'කියලයී', '.', 'ඒ', 'වුනාට', 'පාර', 'දිගේ', 'බෞද්ධ', 'කොඩි', 'දාලා', ',', 'අපි', 'හොඳ', 'බෞද්ධ', 'රටක්', 'කියලයී', 'කියන්නේ', '.']",[],NOT,[],223,0,
1285971894554910721,@USER ආයේ අතක් පයක් කැඩුනොත් මිසක් ජිම් නවත්තන්නේ නම් නෑ. බෙන්ච් ප්‍රෙස් ගහගන්න බෑ උරිස් ලොක් වෙලා. පළවෙනි පාර ගියාම මෙහෙම අමාරු උනේ නෑ,"['@USER', 'ආයේ', 'අතක්', 'පයක්', 'කැඩුනොත්', 'මිසක්', 'ජිම්', 'නවත්තන්නේ', 'නම්', 'නෑ', '.', 'බෙන්ච්', 'ප්\u200dරෙස්', 'ගහගන්න', 'බෑ', 'උරිස්', 'ලොක්', 'වෙලා', '.', 'පළවෙනි', 'පාර', 'ගියාම', 'මෙහෙම', 'අමාරු', 'උනේ', 'නෑ']",[],NOT,[],135,0,
1088610651843502080,උබ නැතිවුනා කිවුවාම හිතා ගන්න බැරි වුනා බන් තමත් එහෙමයි හිනයක් වගෙ අඩො ගොඩක් දුකයි බන්   කොහොම වුනත්. දැන් උබ අපිට නැති වෙලා ඉවරයි බන්. නිවන් සුව මචන්  කවදාවත් මෙවන් අකල් මරණයක් සිද්ධ නොවෙවා   #RIP #kavinda,"['උබ', 'නැතිවුනා', 'කිවුවාම', 'හිතා', 'ගන්න', 'බැරි', 'වුනා', 'බන්', 'තමත්', 'එහෙමයි', 'හිනයක්', 'වගෙ', 'අඩො', 'ගොඩක්', 'දුකයි', 'බන්', 'කොහොම', 'වුනත්', '.', 'දැන්', 'උබ', 'අපිට', 'නැති', 'වෙලා', 'ඉවරයි', 'බන්', '.', 'නිවන්', 'සුව', 'මචන්', 'කවදාවත්', 'මෙවන්', 'අකල්', 'මරණයක්', 'සිද්ධ', 'නොවෙවා', '#', 'RIP', '#', 'kavinda']",[],NOT,[],206,0,
652849431067234304,බල්ලා + සෙල්ෆි = බලු සෙල්ෆි..,"['බල්ලා', '+', 'සෙල්ෆි', '=', 'බලු', 'සෙල්ෆි', '.', '.']",[],NOT,[],29,0,
635374020834168832,යකෝ හුජ්ජ පාරක් නිදහසේවත් දාන්න තැනක් නෑනේ ෂිට් හැමතැනම CCTV කැමරා ෆක්  :3 — feeling crazy,"['යකෝ', 'හුජ්ජ', 'පාරක්', 'නිදහසේවත්', 'දාන්න', 'තැනක්', 'නෑනේ', 'ෂිට්', 'හැමතැනම', 'CCTV', 'කැමරා', 'ෆක්', ':', '3', '—', 'feeling', 'crazy']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['යකෝ', 'හුජ්ජ']",90,2,
1397071003851755522,@USER මම නෙවේ කැපුවෙ වස්තුවේ.. සැලොන් එකේ මෝඩ ගෑණි. ආයෙ වැවෙයි.,"['@USER', 'මම', 'නෙවේ', 'කැපුවෙ', 'වස්තුවේ', '.', '.', 'සැලොන්', 'එකේ', 'මෝඩ', 'ගෑණි', '.', 'ආයෙ', 'වැවෙයි', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",OFF,['මෝඩ'],63,1,
957600071348080640,@USER  අහපං යකෝ  @USER  ගෙන් පෝට්ටුවට සහාය දක්වන ශ්‍රීලනිපයේ මන්ත්‍රීවරුන් එලවන්න ඔබතුමාට පිටකොන්දක් නැද්ද කියලා,"['@USER', 'අහපං', 'යකෝ', '@USER', 'ගෙන්', 'පෝට්ටුවට', 'සහාය', 'දක්වන', 'ශ්\u200dරීලනිපයේ', 'මන්ත්\u200dරීවරුන්', 'එලවන්න', 'ඔබතුමාට', 'පිටකොන්දක්', 'නැද්ද', 'කියලා']",[],NOT,[],112,0,
1074044512606056448,වැඩ ඉවර වෙලා දැන් ගෙදර ආවේ. ආපු ගමන් අම්ම බදාගෙන උම්ම එකක් දීලා සුභ පැතුවා උපන්දිනේට.  ඊට පස්සේ හැරුන ගමන් දිව්වේ මුං.... අහ් නෑ නෑ #DecemberMeetUp නාරං කැවුම් බලන්න.   දැන් මේ ටෙස්ට් කරන ගමන් ප්‍රෙන්.  .21 AM,"['වැඩ', 'ඉවර', 'වෙලා', 'දැන්', 'ගෙදර', 'ආවේ', '.', 'ආපු', 'ගමන්', 'අම්ම', 'බදාගෙන', 'උම්ම', 'එකක්', 'දීලා', 'සුභ', 'පැතුවා', 'උපන්දිනේට', '.', 'ඊට', 'පස්සේ', 'හැරුන', 'ගමන්', 'දිව්වේ', 'මුං', '.', '.', '.', '.', 'අහ්', 'නෑ', 'නෑ', '#', 'DecemberMeetUp', 'නාරං', 'කැවුම්', 'බලන්න', '.', 'දැන්', 'මේ', 'ටෙස්ට්', 'කරන', 'ගමන්', 'ප්\u200dරෙන්', '.', '.', '21', 'AM']",[],NOT,[],209,0,
1182535679869444096,@USER සියළුම හිමිවරුන් එකම මතයක සිටිය යුතුය... බුදුරජාණන් වහන්සේගේ ධර්මය අනුව බෞද්ධ අපට මග පෙන්වීම කළ යුතුය.. බුද්ධධර්මය පචලිත කිරීම විනා දේශපාලන පක්ෂයක් හෝ විශේෂිත පුද්ගලයන් වෙනුවෙන් පෙනී නොසිටිය යුතුය... නොඒසේනම් ආනන්තරීය පාප කර්මයක් වන සංඝ භේදය උන්වහන්සේලා විසින්ම සිදු කරනවා ඇත..,"['@USER', 'සියළුම', 'හිමිවරුන්', 'එකම', 'මතයක', 'සිටිය', 'යුතුය', '.', '.', '.', 'බුදුරජාණන්', 'වහන්සේගේ', 'ධර්මය', 'අනුව', 'බෞද්ධ', 'අපට', 'මග', 'පෙන්වීම', 'කළ', 'යුතුය', '.', '.', 'බුද්ධධර්මය', 'පචලිත', 'කිරීම', 'විනා', 'දේශපාලන', 'පක්ෂයක්', 'හෝ', 'විශේෂිත', 'පුද්ගලයන්', 'වෙනුවෙන්', 'පෙනී', 'නොසිටිය', 'යුතුය', '.', '.', '.', 'නොඒසේනම්', 'ආනන්තරීය', 'පාප', 'කර්මයක්', 'වන', 'සංඝ', 'භේදය', 'උන්වහන්සේලා', 'විසින්ම', 'සිදු', 'කරනවා', 'ඇත', '.', '.']",[],NOT,[],283,0,
1121716238923837441,@USER ග්‍රාමසේවක මහත්තයගෙ වැඩේ නෙහ්... එයා තාම හිතන් ඉන්නෙ එහෙමයි,"['@USER', 'ග්\u200dරාමසේවක', 'මහත්තයගෙ', 'වැඩේ', 'නෙහ්', '.', '.', '.', 'එයා', 'තාම', 'හිතන්', 'ඉන්නෙ', 'එහෙමයි']",[],NOT,[],65,0,
962882690218311680,"යාපනේ A32,A9 , නාගදීපෙට යන පාර, පෙදුරු තුඩු පාර හෙම  හොඳ යි.අනික් එහෙ පාරවල් ගොඩක් සවුත්තු. අතුරුපාරවල් ගන්න දෙයක් නෑ.AB-21 වගේ පාරවලුත් පෙලක් තැන් පට්ට සවුත්තු. සිංගල මුනියා යාපන ටවුමට නාගදීපෙට ගිහින් ඇවිල්ල අහනො මොනා තා එහෙ කෙරෙන්නෙ ඕනි කියල ?","['යාපනේ', 'A32', ',', 'A9', ',', 'නාගදීපෙට', 'යන', 'පාර', ',', 'පෙදුරු', 'තුඩු', 'පාර', 'හෙම', 'හොඳ', 'යි', '.', 'අනික්', 'එහෙ', 'පාරවල්', 'ගොඩක්', 'සවුත්තු', '.', 'අතුරුපාරවල්', 'ගන්න', 'දෙයක්', 'නෑ', '.', 'AB', '-', '21', 'වගේ', 'පාරවලුත්', 'පෙලක්', 'තැන්', 'පට්ට', 'සවුත්තු', '.', 'සිංගල', 'මුනියා', 'යාපන', 'ටවුමට', 'නාගදීපෙට', 'ගිහින්', 'ඇවිල්ල', 'අහනො', 'මොනා', 'තා', 'එහෙ', 'කෙරෙන්නෙ', 'ඕනි', 'කියල', '?']",[],NOT,[],245,0,
853806755641311232,වෙන්නප්පු මෝය කටට 2ක් බිලි URL,"['වෙන්නප්පු', 'මෝය', 'කටට', '2ක්', 'බිලි', 'URL']",[],NOT,[],30,0,
1233131457838665730,Come hangout with me > හේමන්තයි එයගේ ඝනිකව අනූයී  යක්ශනීවේසියි මගේ පක බලන් ඇගිල්ල ගහනවා on #BIGOLIVE URL,"['Come', 'hangout', 'with', 'me', '>', 'හේමන්තයි', 'එයගේ', 'ඝනිකව', 'අනූයී', 'යක්ශනීවේසියි', 'මගේ', 'පක', 'බලන්', 'ඇගිල්ල', 'ගහනවා', 'on', '#', 'BIGOLIVE', 'URL']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",OFF,['පක'],104,1,
1158280123398930433,"*කාරුණික සිහිගැන්වීමකි*  හෙළයිනි,  අභූත ප්‍රභූත්වයක් ආරූඩ කරගත් දෙසිය විසිපහේ අජූත භූත රැල ඔබගෙ ගෙමිදුලට වද්දා ගැනීමෙන් වළකින්න!  කිසිදා නොපිපෙන කුණු පොහොට්ටු රොත්තද එක්සත් විජාතික පක්ෂයේ බෙලහීනයන්ද කාල් මාක්ස්ගේ අවජාතක මන්ද දරුවන් ටිකද  අන් සියළු දේශපාලුවන්ද මින් අදහස් වේ. #lka","['*', 'කාරුණික', 'සිහිගැන්වීමකි', '*', 'හෙළයිනි', ',', 'අභූත', 'ප්\u200dරභූත්වයක්', 'ආරූඩ', 'කරගත්', 'දෙසිය', 'විසිපහේ', 'අජූත', 'භූත', 'රැල', 'ඔබගෙ', 'ගෙමිදුලට', 'වද්දා', 'ගැනීමෙන්', 'වළකින්න', '!', 'කිසිදා', 'නොපිපෙන', 'කුණු', 'පොහොට්ටු', 'රොත්තද', 'එක්සත්', 'විජාතික', 'පක්ෂයේ', 'බෙලහීනයන්ද', 'කාල්', 'මාක්ස්ගේ', 'අවජාතක', 'මන්ද', 'දරුවන්', 'ටිකද', 'අන්', 'සියළු', 'දේශපාලුවන්ද', 'මින්', 'අදහස්', 'වේ', '.', '#', 'lka']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['අජූත', 'භූත', 'අවජාතක']",279,3,
794980760394547203,මෙ රට කැලිවලට කැඩිලා අපි දෙවැනි තුන්වැනි පුරවැසියන් බවට පත්වුණෝත් ඉපදෙන දරුවන් අපිට සාප කරාවි. එ නිසා අපි... URL,"['මෙ', 'රට', 'කැලිවලට', 'කැඩිලා', 'අපි', 'දෙවැනි', 'තුන්වැනි', 'පුරවැසියන්', 'බවට', 'පත්වුණෝත්', 'ඉපදෙන', 'දරුවන්', 'අපිට', 'සාප', 'කරාවි', '.', 'එ', 'නිසා', 'අපි', '.', '.', '.', 'URL']",[],NOT,[],112,0,
1133422137597997056,කාලෙක දන්න මිනිස්සු... දැන් නොදන්න මිනිස්සු වෙලා...  Inbox වල උඩින්ම හිටිය අය.. අද inbox එකේ පතුලෙත් නෑ..  මෙහෙමත් කාල... එනවනෙ ඉතිං...  #කාලය ඕනවට වඩා පිස්සු නටනවා වගේ..,"['කාලෙක', 'දන්න', 'මිනිස්සු', '.', '.', '.', 'දැන්', 'නොදන්න', 'මිනිස්සු', 'වෙලා', '.', '.', '.', 'Inbox', 'වල', 'උඩින්ම', 'හිටිය', 'අය', '.', '.', 'අද', 'inbox', 'එකේ', 'පතුලෙත්', 'නෑ', '.', '.', 'මෙහෙමත්', 'කාල', '.', '.', '.', 'එනවනෙ', 'ඉතිං', '.', '.', '.', '#', 'කාලය', 'ඕනවට', 'වඩා', 'පිස්සු', 'නටනවා', 'වගේ', '.', '.']",[],NOT,[],170,0,
1144513279466754048,සිකුරාදා කියන්නෙ හෙන ෆන් දවසක් ලු නේ? රෙද්ද.........,"['සිකුරාදා', 'කියන්නෙ', 'හෙන', 'ෆන්', 'දවසක්', 'ලු', 'නේ', '?', 'රෙද්ද', '.', '.', '.', '.', '.', '.', '.', '.', '.']",[],OFF,[],52,0,
1460610263674200073,සමහර tweet දැකල හෙන වල් කථාවක් කියන්න හිතෙනවා. ආයේ  මොකටද ඉල්ලන් කන්නේ කියලා නිකං ඉන්නවා.,"['සමහර', 'tweet', 'දැකල', 'හෙන', 'වල්', 'කථාවක්', 'කියන්න', 'හිතෙනවා', '.', 'ආයේ', 'මොකටද', 'ඉල්ලන්', 'කන්නේ', 'කියලා', 'නිකං', 'ඉන්නවා', '.']",[],NOT,[],89,0,
1291360473070231552,මයිත්‍රී මාමා තමා පට්ට වැඩ්ඩා  ලංකාවෙ ප්‍රදාන පක්ශ 2කම නැත්තටම නැති කරානෙ,"['මයිත්\u200dරී', 'මාමා', 'තමා', 'පට්ට', 'වැඩ්ඩා', 'ලංකාවෙ', 'ප්\u200dරදාන', 'පක්ශ', '2කම', 'නැත්තටම', 'නැති', 'කරානෙ']",[],NOT,[],73,0,
1375917414001438720,මං ගොනා වගේ රෑ ඇහැරගෙන ඉදලා විෂ් කලාට ඒක බැලුවෙත් කොච්චර පරක්කු වෙලාද #මෝඩකම්,"['මං', 'ගොනා', 'වගේ', 'රෑ', 'ඇහැරගෙන', 'ඉදලා', 'විෂ්', 'කලාට', 'ඒක', 'බැලුවෙත්', 'කොච්චර', 'පරක්කු', 'වෙලාද', '#', 'මෝඩකම්']",[],NOT,[],77,0,
1273218377415364608,@USER  @USER බිජ්ජ කපන්න හිතිල ඉන්නෙ ජයේ,"['@USER', '@USER', 'බිජ්ජ', 'කපන්න', 'හිතිල', 'ඉන්නෙ', 'ජයේ']","[0, 0, 1, 0, 0, 0, 0]",OFF,['බිජ්ජ'],40,1,
917661450017021952,"වැදගත් වඩකට ගෑනියෙක් කෝල් කලත් ඔව් මිස්, හරි මිස්, ඕකෙ මිස්, කියවෙනෝ ඔපිස් පුරුද්දට.. නොදකින් මෙ නාකි ඔපීසිය","['වැදගත්', 'වඩකට', 'ගෑනියෙක්', 'කෝල්', 'කලත්', 'ඔව්', 'මිස්', ',', 'හරි', 'මිස්', ',', 'ඕකෙ', 'මිස්', ',', 'කියවෙනෝ', 'ඔපිස්', 'පුරුද්දට', '.', '.', 'නොදකින්', 'මෙ', 'නාකි', 'ඔපීසිය']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",OFF,['නොදකින්'],108,1,
1296111671430336512,"මේ ගොබිලා දැන් අලුත් එකක  කැම්පස් ෆස්ට් ඉයර් කොල්ලෝ කෙල්ලෝ පාරවල් ගානේ රස්තියාදු කරලා කරලා, කඳුලු ගෑස් ගස්ස්වලා, ගුටි අන්නවලා ඉවරයි.  දැන් සිංහරාජ සටන  සිංහරාජෙ බේරගන්න සටන් කරන්න පරිසරේට, සතා සීපාවට ආදරේ කරන කොල්ලෝ කෙල්ලෝ ඕනෙ තරම් ඉන්නවා, තමුසෙ වගේ රස්තියාදු හෝතඹුවෙක් ඕනෙ නෑ...","['මේ', 'ගොබිලා', 'දැන්', 'අලුත්', 'එකක', 'කැම්පස්', 'ෆස්ට්', 'ඉයර්', 'කොල්ලෝ', 'කෙල්ලෝ', 'පාරවල්', 'ගානේ', 'රස්තියාදු', 'කරලා', 'කරලා', ',', 'කඳුලු', 'ගෑස්', 'ගස්ස්වලා', ',', 'ගුටි', 'අන්නවලා', 'ඉවරයි', '.', 'දැන්', 'සිංහරාජ', 'සටන', 'සිංහරාජෙ', 'බේරගන්න', 'සටන්', 'කරන්න', 'පරිසරේට', ',', 'සතා', 'සීපාවට', 'ආදරේ', 'කරන', 'කොල්ලෝ', 'කෙල්ලෝ', 'ඕනෙ', 'තරම්', 'ඉන්නවා', ',', 'තමුසෙ', 'වගේ', 'රස්තියාදු', 'හෝතඹුවෙක්', 'ඕනෙ', 'නෑ', '.', '.', '.']",[],NOT,[],279,0,
1353162789892673536,@USER කැලබෙන්න තියා සිද්දිය දන්නෙත් නෑ,"['@USER', 'කැලබෙන්න', 'තියා', 'සිද්දිය', 'දන්නෙත්', 'නෑ']",[],NOT,[],38,0,
1352585119119396873,@USER  @USER අඩො ගෙම්බා එක්ක සජියට බයින්න එපා හරිය,"['@USER', '@USER', 'අඩො', 'ගෙම්බා', 'එක්ක', 'සජියට', 'බයින්න', 'එපා', 'හරිය']","[0, 0, 1, 1, 0, 0, 0, 0, 0]",OFF,"['අඩො', 'ගෙම්බා']",50,2,
